(u737, p6):(u2, p6, 0)
(u683, p45):(-1, -1, 5123)
(u686, p424):(u686, p615, 5124)
(u686, p625):(u686, p494, 5125)
(u686, p615):(u686, p494, 5126)
(u686, p353):(u686, p494, 5127)
(u686, p563):(u686, p494, 5128)
(u686, p386):(u686, p494, 5129)
(u686, p624):(u686, p494, 5130)
(u686, p378):(u686, p494, 5131)
(u686, p494):(-1, -1, 5132)
(u692, p632):(-1, -1, 5133)
(u135, p347):(u697, p347, 5134)
(u697, p347):(-1, -1, 5135)
(u740, p108):(u705, p108, 5136)
(u661, p108):(u705, p108, 5137)
(u1004, p108):(u705, p108, 5138)
(u802, p108):(u705, p108, 5139)
(u976, p108):(u705, p108, 5140)
(u656, p108):(u705, p108, 5141)
(u222, p108):(u705, p108, 5142)
(u27, p108):(u705, p108, 5143)
(u746, p108):(u705, p108, 5144)
(u222, p109):(u705, p109, 5145)
(u1133, p109):(u705, p109, 5146)
(u740, p109):(u705, p109, 5147)
(u661, p109):(u705, p109, 5148)
(u1004, p109):(u705, p109, 5149)
(u802, p109):(u705, p109, 5150)
(u746, p109):(u705, p109, 5151)
(u27, p109):(u705, p109, 5152)
(u976, p109):(u705, p109, 5153)
(u656, p109):(u705, p109, 5154)
(u661, p110):(u705, p110, 5155)
(u976, p110):(u705, p110, 5156)
(u1004, p110):(u705, p110, 5157)
(u877, p110):(u705, p110, 5158)
(u802, p110):(u705, p110, 5159)
(u1133, p110):(u705, p110, 5160)
(u27, p110):(u705, p110, 5161)
(u746, p110):(u705, p110, 5162)
(u656, p110):(u705, p110, 5163)
(u1038, p643):(u712, p643, 5164)
(u712, p643):(-1, -1, 5165)
(u1075, p488):(u731, p488, 5166)
(u909, p488):(u731, p488, 5167)
(u740, p51):(u740, p630, 5168)
(u925, p461):(u767, p461, 5169)
(u826, p461):(u767, p461, 5170)
(u279, p461):(u767, p461, 5171)
(u767, p461):(-1, -1, 5172)
(u783, p526):(u783, p656, 5173)
(u783, p656):(-1, -1, 5174)
(u1013, p631):(u800, p631, 5175)
(u800, p631):(-1, -1, 5176)
(u802, p46):(u802, p615, 5177)
(u802, p216):(u802, p615, 5178)
(u802, p424):(u802, p615, 5179)
(u802, p130):(u802, p615, 5180)
(u802, p67):(u802, p615, 5181)
(u802, p107):(u802, p615, 5182)
(u802, p615):(-1, -1, 5183)
(u903, p657):(u810, p657, 5184)
(u918, p657):(u810, p657, 5185)
(u810, p657):(-1, -1, 5186)
(u266, p342):(u814, p342, 5187)
(u814, p342):(-1, -1, 5188)
(u222, p430):(u818, p430, 5189)
(u818, p430):(-1, -1, 5190)
(u957, p468):(u831, p468, 5191)
(u242, p338):(u859, p338, 5192)
(u859, p338):(-1, -1, 5193)
(u909, p40):(u868, p40, 5194)
(u27, p40):(u868, p40, 5195)
(u27, p106):(u868, p106, 5196)
(u893, p49):(u893, p211, 5197)
(u20, p85):(u903, p85, 5198)
(u903, p85):(-1, -1, 5199)
(u281, p292):(u905, p292, 5200)
(u98, p292):(u905, p292, 5201)
(u1158, p292):(u905, p292, 5202)
(u661, p292):(u905, p292, 5203)
(u905, p292):(-1, -1, 5204)
(u1158, p424):(u911, p424, 5205)
(u213, p424):(u911, p424, 5206)
(u911, p424):(-1, -1, 5207)
(u242, p337):(u918, p337, 5208)
(u918, p337):(-1, -1, 5209)
(u1133, p46):(u976, p46, 5210)
(u1133, p107):(u976, p107, 5211)
(u982, p378):(u982, p495, 5212)
(u982, p353):(u982, p495, 5213)
(u982, p622):(u982, p495, 5214)
(u982, p437):(u982, p495, 5215)
(u982, p495):(-1, -1, 5216)
(u126, p341):(u989, p341, 5217)
(u989, p341):(-1, -1, 5218)
(u105, p147):(u1000, p147, 5219)
(u1108, p147):(u1000, p147, 5220)
(u1000, p147):(-1, -1, 5221)
(u1004, p640):(u1004, p288, 5222)
(u1004, p527):(u1004, p288, 5223)
(u1004, p67):(u1004, p288, 5224)
(u1004, p106):(u1004, p288, 5225)
(u1004, p295):(u1004, p288, 5226)
(u1004, p165):(u1004, p288, 5227)
(u1004, p288):(-1, -1, 5228)
(u16, p67):(u1013, p67, 5229)
(u1016, p586):(u1016, p596, 5230)
(u1016, p293):(u1016, p596, 5231)
(u1016, p596):(-1, -1, 5232)
(u1107, p528):(-1, -1, 5233)
(u586, p570):(u1127, p570, 5234)
(u454, p570):(u1127, p570, 5235)
(u1127, p570):(-1, -1, 5236)
(u765, p109):(u1132, p109, 5237)
(u1132, p51):(u1132, p130, 5238)
(u1049, p130):(u1132, p130, 5239)
(u746, p130):(u1132, p130, 5240)
(u765, p130):(u1132, p130, 5241)
(u390, p46):(u1132, p46, 5242)
(u746, p46):(u1132, p46, 5243)
(u746, p107):(u1132, p107, 5244)
(u134, p310):(u1165, p310, 5245)
(u318, p310):(u1165, p310, 5246)
(u517, p310):(u1165, p310, 5247)
(u1108, p310):(u1165, p310, 5248)
(u405, p310):(u1165, p310, 5249)
(u1165, p310):(-1, -1, 5250)
(u661, p624):(u1172, p624, 5251)
(u1172, p624):(-1, -1, 5252)
(u441, p3):(u1, p3, 5253)
(u560, p3):(u1, p3, 5254)
(u1, p3):(-1, -1, 5255)
(u266, p6):(u2, p6, 5256)
(u2, p6):(-1, -1, 5257)
(u661, p54):(u20, p54, 5258)
(u12, p46):(u20, p46, 5259)
(u27, p46):(u20, p46, 5260)
(u1084, p46):(u20, p46, 5261)
(u976, p46):(u20, p46, 5262)
(u656, p46):(u20, p46, 5263)
(u661, p46):(u20, p46, 5264)
(u893, p46):(u20, p46, 5265)
(u123, p70):(u23, p70, 5266)
(u408, p70):(u23, p70, 5267)
(u15, p70):(u23, p70, 5268)
(u569, p70):(u23, p70, 5269)
(u23, p70):(-1, -1, 5270)
(u45, p126):(u45, p129, 5271)
(u45, p75):(u45, p129, 5272)
(u45, p173):(u45, p129, 5273)
(u45, p167):(u45, p129, 5274)
(u45, p181):(u45, p129, 5275)
(u45, p175):(u45, p129, 5276)
(u45, p179):(u45, p129, 5277)
(u45, p129):(-1, -1, 5278)
(u65, p230):(u65, p228, 5279)
(u65, p236):(u65, p228, 5280)
(u65, p228):(-1, -1, 5281)
(u153, p252):(u73, p252, 5282)
(u304, p267):(u82, p267, 5283)
(u961, p267):(u82, p267, 5284)
(u82, p267):(-1, -1, 5285)
(u98, p295):(u98, p290, 5286)
(u98, p291):(u98, p290, 5287)
(u98, p299):(u98, p290, 5288)
(u98, p290):(-1, -1, 5289)
(u1133, p346):(u134, p346, 5290)
(u134, p346):(-1, -1, 5291)
(u135, p51):(u135, p130, 5292)
(u135, p109):(u135, p217, 5293)
(u153, p167):(u153, p291, 5294)
(u153, p109):(u153, p291, 5295)
(u153, p291):(-1, -1, 5296)
(u165, p53):(u165, p386, 5297)
(u165, p390):(u165, p386, 5298)
(u165, p392):(u165, p386, 5299)
(u165, p379):(u165, p386, 5300)
(u165, p386):(-1, -1, 5301)
(u230, p181):(u230, p441, 5302)
(u230, p175):(u230, p441, 5303)
(u230, p106):(u230, p441, 5304)
(u230, p439):(u230, p441, 5305)
(u230, p437):(u230, p441, 5306)
(u230, p236):(u230, p441, 5307)
(u230, p441):(-1, -1, 5308)
(u408, p445):(u235, p445, 5309)
(u893, p445):(u235, p445, 5310)
(u235, p445):(-1, -1, 5311)
(u340, p414):(u279, p414, 5312)
(u724, p414):(u279, p414, 5313)
(u279, p414):(-1, -1, 5314)
(u281, p469):(u281, p126, 5315)
(u281, p467):(u281, p392, 5316)
(u281, p126):(u281, p392, 5317)
(u281, p438):(u281, p392, 5318)
(u281, p468):(u281, p392, 5319)
(u281, p67):(u281, p392, 5320)
(u281, p392):(-1, -1, 5321)
(u312, p51):(u312, p130, 5322)
(u340, p167):(-1, -1, 5323)
(u661, p470):(u378, p470, 5324)
(u378, p470):(-1, -1, 5325)
(u383, p429):(u383, p527, 5326)
(u383, p527):(-1, -1, 5327)
(u492, p563):(u492, p126, 5328)
(u492, p213):(u492, p126, 5329)
(u492, p431):(u492, p126, 5330)
(u492, p218):(u492, p126, 5331)
(u492, p469):(u492, p126, 5332)
(u492, p126):(-1, -1, 5333)
(u1133, p589):(u517, p589, 5334)
(u517, p589):(-1, -1, 5335)
(u560, p467):(-1, -1, 5336)
(u740, p563):(u569, p563, 5337)
(u957, p563):(u569, p563, 5338)
(u569, p563):(-1, -1, 5339)
(u863, p128):(u586, p128, 5340)
(u1149, p128):(u586, p128, 5341)
(u586, p128):(-1, -1, 5342)
(u708, p379):(u708, p640, 5343)
(u708, p642):(u708, p640, 5344)
(u708, p488):(u708, p640, 5345)
(u708, p378):(u708, p640, 5346)
(u708, p640):(-1, -1, 5347)
(u724, p49):(u724, p526, 5348)
(u724, p526):(-1, -1, 5349)
(u740, p437):(u740, p469, 5350)
(u740, p165):(u740, p469, 5351)
(u740, p162):(u740, p469, 5352)
(u740, p630):(u740, p469, 5353)
(u740, p469):(-1, -1, 5354)
(u765, p211):(u765, p439, 5355)
(u765, p108):(u765, p439, 5356)
(u831, p468):(-1, -1, 5357)
(u1133, p661):(u863, p661, 5358)
(u863, p661):(-1, -1, 5359)
(u877, p107):(u877, p171, 5360)
(u893, p110):(u893, p211, 5361)
(u893, p107):(u893, p171, 5362)
(u907, p211):(u907, p630, 5363)
(u957, p669):(u957, p378, 5364)
(u957, p40):(u957, p378, 5365)
(u957, p378):(-1, -1, 5366)
(u902, p663):(u961, p663, 5367)
(u961, p663):(-1, -1, 5368)
(u27, p107):(u976, p107, 5369)
(u656, p107):(u976, p107, 5370)
(u16, p58):(u1013, p67, 5371)
(u1013, p67):(-1, -1, 5372)
(u1075, p213):(u1075, p669, 5373)
(u1075, p211):(u1075, p669, 5374)
(u1075, p531):(u1075, p669, 5375)
(u1075, p669):(-1, -1, 5376)
(u1077, p577):(u1077, p299, 5377)
(u1077, p299):(-1, -1, 5378)
(u1084, p163):(u1084, p175, 5379)
(u746, p648):(u1108, p648, 5380)
(u1108, p648):(-1, -1, 5381)
(u1132, p107):(u1132, p49, 5382)
(u1132, p46):(u1132, p49, 5383)
(u661, p379):(u1149, p379, 5384)
(u1149, p379):(-1, -1, 5385)
(u1155, p630):(u1155, p642, 5386)
(u1155, p216):(u1155, p642, 5387)
(u1155, p218):(u1155, p642, 5388)
(u1155, p642):(-1, -1, 5389)
(u407, p71):(u15, p71, 5390)
(u15, p71):(-1, -1, 5391)
(u16, p75):(-1, -1, 5392)
(u20, p54):(u20, p46, 5393)
(u20, p46):(-1, -1, 5394)
(u116, p213):(u116, p216, 5395)
(u116, p40):(u116, p216, 5396)
(u135, p353):(u135, p217, 5397)
(u135, p168):(u135, p217, 5398)
(u135, p107):(u135, p217, 5399)
(u135, p130):(u135, p217, 5400)
(u135, p323):(u135, p217, 5401)
(u135, p110):(u135, p217, 5402)
(u135, p217):(-1, -1, 5403)
(u222, p429):(u222, p431, 5404)
(u222, p106):(u222, p431, 5405)
(u222, p431):(-1, -1, 5406)
(u390, p213):(u390, p216, 5407)
(u893, p545):(u407, p545, 5408)
(u407, p545):(-1, -1, 5409)
(u454, p571):(u454, p429, 5410)
(u454, p429):(-1, -1, 5411)
(u469, p51):(u469, p54, 5412)
(u469, p54):(-1, -1, 5413)
(u487, p252):(u487, p577, 5414)
(u487, p577):(-1, -1, 5415)
(u705, p109):(u705, p110, 5416)
(u705, p108):(u705, p110, 5417)
(u705, p110):(-1, -1, 5418)
(u719, p162):(u719, p163, 5419)
(u719, p163):(-1, -1, 5420)
(u765, p213):(u765, p571, 5421)
(u765, p439):(u765, p571, 5422)
(u765, p295):(u765, p571, 5423)
(u765, p560):(u765, p571, 5424)
(u765, p571):(-1, -1, 5425)
(u868, p51):(u868, p40, 5426)
(u884, p108):(u884, p51, 5427)
(u907, p439):(u907, p630, 5428)
(u907, p531):(u907, p630, 5429)
(u907, p106):(u907, p630, 5430)
(u907, p630):(-1, -1, 5431)
(u909, p390):(u909, p213, 5432)
(u909, p213):(-1, -1, 5433)
(u437, p561):(u437, p560, 5434)
(u437, p560):(-1, -1, 5435)
(u625, p53):(u625, p390, 5436)
(u661, p53):(u661, p390, 5437)
(u1133, p218):(u1133, p561, 5438)
(u1133, p422):(u1133, p561, 5439)
(u1133, p644):(u1133, p561, 5440)
(u1133, p561):(-1, -1, 5441)
(u727, p625):(u727, p644, 5442)
(u727, p644):(-1, -1, 5443)
(u661, p295):(u661, p625, 5444)
(u661, p353):(u661, p625, 5445)
(u661, p390):(u661, p625, 5446)
(u661, p211):(u661, p625, 5447)
(u661, p622):(u661, p625, 5448)
(u661, p625):(-1, -1, 5449)
(u339, p179):(u339, p353, 5450)
(u339, p353):(-1, -1, 5451)
(u390, p182):(u390, p179, 5452)
(u390, p171):(u390, p179, 5453)
(u625, p488):(u625, p390, 5454)
(u625, p182):(u625, p390, 5455)
(u625, p40):(u625, p390, 5456)
(u625, p390):(-1, -1, 5457)
(u877, p171):(u877, p182, 5458)
(u877, p182):(u877, p179, 5459)
(u893, p130):(u893, p182, 5460)
(u893, p622):(u893, p182, 5461)
(u893, p211):(u893, p182, 5462)
(u893, p171):(u893, p182, 5463)
(u893, p176):(u893, p182, 5464)
(u893, p182):(-1, -1, 5465)
(u902, p531):(u902, p211, 5466)
(u902, p218):(u902, p211, 5467)
(u902, p53):(u902, p211, 5468)
(u902, p323):(u902, p211, 5469)
(u902, p211):(-1, -1, 5470)
(u912, p40):(u912, p323, 5471)
(u912, p491):(u912, p622, 5472)
(u912, p323):(u912, p622, 5473)
(u912, p622):(-1, -1, 5474)
(u1084, p171):(u1084, p531, 5475)
(u1132, p109):(u1132, p49, 5476)
(u1171, p109):(u1171, p176, 5477)
(u1171, p176):(-1, -1, 5478)
(u12, p40):(u12, p53, 5479)
(u12, p42):(u12, p53, 5480)
(u12, p53):(-1, -1, 5481)
(u656, p49):(u27, p49, 5482)
(u116, p216):(u116, p323, 5483)
(u116, p323):(-1, -1, 5484)
(u746, p491):(u318, p491, 5485)
(u318, p108):(u318, p491, 5486)
(u318, p491):(-1, -1, 5487)
(u390, p179):(u390, p216, 5488)
(u390, p531):(u390, p216, 5489)
(u390, p216):(-1, -1, 5490)
(u877, p168):(u656, p168, 5491)
(u877, p165):(u656, p165, 5492)
(u213, p295):(u746, p295, 5493)
(u746, p295):(-1, -1, 5494)
(u821, p168):(u821, p43, 5495)
(u877, p175):(u877, p179, 5496)
(u877, p106):(u877, p179, 5497)
(u877, p181):(u877, p179, 5498)
(u877, p179):(-1, -1, 5499)
(u884, p165):(u884, p51, 5500)
(u1041, p107):(u1041, p168, 5501)
(u1041, p165):(u1041, p168, 5502)
(u1143, p175):(u1049, p175, 5503)
(u1084, p175):(u1084, p531, 5504)
(u1084, p531):(-1, -1, 5505)
(u1143, p218):(u1143, p181, 5506)
(u73, p218):(u1143, p181, 5507)
(u73, p181):(u1143, p181, 5508)
(u1143, p181):(-1, -1, 5509)
(u27, p49):(u27, p42, 5510)
(u656, p42):(u27, p42, 5511)
(u27, p42):(-1, -1, 5512)
(u1041, p252):(u73, p252, 5513)
(u73, p252):(-1, -1, 5514)
(u212, p419):(u213, p419, 5515)
(u213, p419):(-1, -1, 5516)
(u821, p43):(u821, p218, 5517)
(u821, p218):(-1, -1, 5518)
(u1132, p49):(u976, p107, 5519)
(u976, p107):(-1, -1, 5520)
(u656, p168):(u1041, p168, 5521)
(u656, p165):(u1041, p168, 5522)
(u1041, p168):(-1, -1, 5523)
(u1049, p175):(-1, -1, 5524)
(u312, p130):(u1132, p130, 5525)
(u1132, p130):(-1, -1, 5526)
(u884, p423):(u212, p423, 5527)
(u212, p423):(-1, -1, 5528)
(u884, p51):(-1, -1, 5529)
